"churn","monthly_bill","gender","millenial","clanmembership","platformsince","avatar","internet_connect","extrapro_account","contract_length","customer_support","payment_type"
"No",49.2,"Female","Gen Z","Yes",31,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",19.45,"Female","Gen Z","Yes",64,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",104.3,"Female","Gen Z","Yes",62,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"Yes",69.7,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","No","Bank transfer (automatic)"
"Yes",89.5,"Female","Gen Z","No",6,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",86.05,"Female","Gen Z","Yes",21,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",25.2,"Female","Gen Z","Yes",72,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",35.15,"Female","Gen Z","Yes",32,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",99.65,"Female","Millenial","No",71,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",105.35,"Female","Gen Z","No",34,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",35.15,"Male","Gen Z","Yes",3,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",73.75,"Male","Gen Z","No",12,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"Yes",101.35,"Female","Millenial","No",8,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",80.7,"Female","Gen Z","Yes",3,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",89.85,"Male","Gen Z","No",3,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"No",61.1,"Male","Gen Z","No",53,"Yes","DSL_16MB/S","No","One year","Yes","Electronic check"
"No",29.05,"Female","Gen Z","Yes",4,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",55.9,"Female","Gen Z","Yes",6,"Yes","DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"Yes",43.95,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",80.4,"Male","Gen Z","No",62,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",100.05,"Male","Gen Z","Yes",22,"Yes","Fiber optic","No","One year","Yes","PrePaid"
"No",68.95,"Female","Gen Z","No",30,"Yes","DSL_16MB/S","Yes","One year","Yes","Credit card (automatic)"
"No",68.45,"Female","Millenial","Yes",56,"Yes","DSL_16MB/S","Yes","One year","Yes","Credit card (automatic)"
"No",43.85,"Female","Millenial","No",64,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",44.5,"Male","Gen Z","No",30,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",18.7,"Female","Gen Z","Yes",25,"Yes","Base DSL_16MB/S","No","Two year","Yes","PrePaid"
"Yes",55.35,"Male","Gen Z","No",9,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",53.55,"Female","Gen Z","Yes",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",114.6,"Male","Gen Z","No",70,"Yes","Fiber optic","Yes","Two year","Yes","Electronic check"
"No",20.1,"Female","Gen Z","Yes",57,"Yes","Base DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",85.5,"Male","Gen Z","No",9,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",103,"Male","Millenial","Yes",43,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.55,"Male","Gen Z","No",44,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",89.4,"Male","Gen Z","No",54,"Yes","Fiber optic","Yes","Month-to-month","No","Credit card (automatic)"
"No",19.7,"Male","Gen Z","No",27,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",74.45,"Male","Gen Z","No",3,"Yes","Fiber optic","No","Month-to-month","No","Credit card (automatic)"
"No",18.8,"Male","Gen Z","Yes",15,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"Yes",73.85,"Female","Gen Z","No",56,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",64.4,"Male","Gen Z","Yes",5,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Credit card (automatic)"
"No",20.05,"Female","Gen Z","No",25,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"Yes",75.15,"Female","Gen Z","Yes",3,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",99.15,"Male","Gen Z","No",58,"Yes","Fiber optic","No","One year","No","Bank transfer (automatic)"
"Yes",69.6,"Male","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",104.15,"Male","Gen Z","Yes",71,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",110.8,"Female","Gen Z","Yes",65,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"Yes",80.15,"Male","Gen Z","Yes",5,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",35.75,"Female","Gen Z","No",28,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",69.9,"Female","Gen Z","Yes",67,"Yes","DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",89.2,"Male","Gen Z","No",35,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"No",55.65,"Female","Gen Z","Yes",72,"No","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"Yes",30.5,"Female","Gen Z","Yes",1,"No","DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",19.1,"Male","Gen Z","No",3,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",98.3,"Male","Gen Z","Yes",70,"Yes","Fiber optic","Yes","Two year","No","Bank transfer (automatic)"
"No",45.55,"Female","Gen Z","No",48,"No","DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"No",101.05,"Male","Gen Z","Yes",68,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",36.25,"Male","Gen Z","Yes",32,"No","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",49.4,"Female","Gen Z","Yes",5,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",107.4,"Female","Gen Z","No",48,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",45.05,"Female","Gen Z","No",12,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",86.25,"Male","Gen Z","No",9,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",19.75,"Female","Gen Z","Yes",13,"Yes","Base DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",102.6,"Male","Gen Z","Yes",9,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",56.3,"Female","Gen Z","Yes",49,"No","DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"No",43.05,"Male","Gen Z","No",50,"No","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"Yes",74.4,"Female","Millenial","No",22,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",74.35,"Male","Gen Z","No",4,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",99.75,"Female","Millenial","Yes",18,"Yes","Fiber optic","Yes","Month-to-month","No","Bank transfer (automatic)"
"Yes",111.95,"Female","Millenial","No",56,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",94,"Female","Millenial","Yes",53,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"No",49.7,"Male","Gen Z","No",24,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",80.7,"Female","Gen Z","Yes",70,"Yes","DSL_16MB/S","Yes","Two year","No","Electronic check"
"No",24.2,"Male","Gen Z","No",1,"No","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",39,"Male","Millenial","No",16,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",74.35,"Female","Gen Z","Yes",72,"Yes","DSL_16MB/S","No","Two year","Yes","Electronic check"
"No",83.2,"Female","Gen Z","No",23,"Yes","Fiber optic","No","Month-to-month","No","Bank transfer (automatic)"
"No",40.2,"Male","Gen Z","Yes",37,"No","DSL_16MB/S","No","One year","Yes","Electronic check"
"No",108.35,"Female","Millenial","No",35,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",69.5,"Female","Gen Z","Yes",23,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",100.55,"Male","Gen Z","Yes",71,"Yes","Fiber optic","Yes","One year","No","Bank transfer (automatic)"
"Yes",66.5,"Female","Gen Z","Yes",41,"Yes","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",80.5,"Female","Gen Z","No",13,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",35.45,"Male","Gen Z","No",3,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",20.55,"Female","Gen Z","No",67,"Yes","Base DSL_16MB/S","No","One year","No","Electronic check"
"No",105.4,"Female","Gen Z","Yes",64,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",95.1,"Male","Gen Z","No",38,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",19.3,"Male","Gen Z","Yes",23,"Yes","Base DSL_16MB/S","No","One year","No","Credit card (automatic)"
"Yes",104.5,"Male","Gen Z","No",40,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"Yes",75.05,"Female","Millenial","No",3,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"Yes",74.45,"Female","Millenial","Yes",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",60.4,"Female","Gen Z","No",4,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",84.95,"Female","Gen Z","Yes",62,"Yes","DSL_16MB/S","Yes","Two year","Yes","Electronic check"
"No",93.4,"Female","Gen Z","No",40,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",89.2,"Male","Gen Z","No",41,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",85.2,"Male","Millenial","Yes",34,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"No",49.95,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",20.65,"Female","Gen Z","No",51,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",20.15,"Female","Gen Z","No",39,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",19.2,"Male","Gen Z","Yes",12,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",104.95,"Male","Gen Z","No",72,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",103.5,"Female","Millenial","Yes",63,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",84.8,"Male","Gen Z","Yes",44,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"Yes",44.2,"Female","Gen Z","No",9,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",73.35,"Male","Gen Z","No",13,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",64.1,"Female","Gen Z","Yes",68,"Yes","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",44.4,"Female","Millenial","No",6,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",20.05,"Female","Gen Z","No",2,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",60,"Male","Millenial","Yes",55,"Yes","DSL_16MB/S","Yes","One year","No","Credit card (automatic)"
"Yes",75.75,"Male","Millenial","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",69.5,"Male","Gen Z","No",38,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"No",78.7,"Male","Gen Z","No",19,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",21.15,"Female","Gen Z","No",72,"Yes","Base DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",29.6,"Female","Gen Z","Yes",11,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",105.65,"Male","Gen Z","No",66,"Yes","Fiber optic","No","Two year","Yes","Bank transfer (automatic)"
"No",50.15,"Male","Gen Z","No",3,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",19.3,"Male","Gen Z","No",72,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",101.05,"Male","Millenial","No",56,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",67.45,"Female","Gen Z","No",29,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"Yes",100.05,"Female","Gen Z","No",64,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",80.65,"Male","Gen Z","Yes",69,"Yes","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",25.7,"Male","Gen Z","Yes",55,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",79.8,"Female","Gen Z","No",12,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",68.65,"Female","Gen Z","No",21,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",20.75,"Female","Gen Z","No",35,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"Yes",84.45,"Male","Gen Z","Yes",29,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",109.9,"Female","Gen Z","No",6,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",19.45,"Male","Gen Z","No",67,"Yes","Base DSL_16MB/S","No","One year","Yes","PrePaid"
"No",103.15,"Female","Gen Z","Yes",46,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",19.25,"Female","Gen Z","Yes",60,"Yes","Base DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",49.2,"Male","Gen Z","Yes",12,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",25.65,"Male","Millenial","Yes",64,"Yes","Base DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",56.25,"Male","Gen Z","Yes",22,"Yes","DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"No",19.35,"Female","Gen Z","No",29,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"Yes",49.1,"Female","Gen Z","No",15,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"Yes",94.7,"Male","Millenial","Yes",7,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",49.9,"Female","Gen Z","Yes",57,"No","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",94.2,"Male","Gen Z","Yes",2,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",98.4,"Male","Millenial","No",41,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",95.65,"Male","Gen Z","No",2,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"Yes",50.75,"Male","Gen Z","No",14,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",48.6,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",56.7,"Female","Gen Z","No",27,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",56.1,"Female","Gen Z","No",19,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","PrePaid"
"No",110.75,"Male","Millenial","No",62,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"No",30.4,"Male","Gen Z","Yes",54,"No","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",25.65,"Male","Gen Z","No",17,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",18.95,"Female","Millenial","Yes",54,"Yes","Base DSL_16MB/S","No","Two year","Yes","PrePaid"
"No",101.15,"Female","Gen Z","Yes",61,"Yes","Fiber optic","Yes","One year","No","Bank transfer (automatic)"
"No",70.35,"Female","Gen Z","No",50,"Yes","Fiber optic","No","Two year","No","Credit card (automatic)"
"No",74.1,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",49.85,"Female","Millenial","No",18,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",78.4,"Female","Gen Z","Yes",24,"Yes","DSL_16MB/S","Yes","One year","No","Electronic check"
"Yes",100.5,"Male","Millenial","No",9,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",55.1,"Male","Gen Z","No",22,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",74.7,"Female","Gen Z","Yes",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",24.2,"Male","Gen Z","Yes",24,"Yes","Base DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",88.85,"Female","Gen Z","Yes",18,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",105.25,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","No","Bank transfer (automatic)"
"No",19.6,"Female","Gen Z","No",15,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",26.2,"Male","Gen Z","No",35,"Yes","Base DSL_16MB/S","Yes","One year","No","Bank transfer (automatic)"
"No",45.65,"Female","Gen Z","Yes",6,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",20.5,"Male","Millenial","No",21,"Yes","Base DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",55.7,"Female","Gen Z","Yes",55,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",71.45,"Female","Gen Z","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",54.65,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",90.45,"Female","Gen Z","Yes",28,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",19.15,"Male","Gen Z","No",35,"Yes","Base DSL_16MB/S","No","One year","Yes","PrePaid"
"Yes",99.55,"Female","Millenial","Yes",11,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",106.5,"Male","Gen Z","No",69,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",80.55,"Female","Gen Z","No",2,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",69.5,"Male","Gen Z","No",50,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",89.3,"Female","Gen Z","No",45,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",110.5,"Female","Gen Z","No",69,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",70.75,"Female","Gen Z","No",7,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",97,"Female","Millenial","Yes",64,"Yes","Fiber optic","No","One year","No","Bank transfer (automatic)"
"No",66.4,"Male","Gen Z","Yes",59,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"Yes",109.5,"Male","Gen Z","Yes",70,"Yes","Fiber optic","No","One year","Yes","Bank transfer (automatic)"
"No",84.8,"Female","Gen Z","Yes",70,"Yes","DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",93.55,"Male","Millenial","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",76.05,"Female","Gen Z","No",31,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",55,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"Yes",98.9,"Female","Millenial","Yes",31,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",44.15,"Male","Gen Z","No",43,"No","DSL_16MB/S","No","One year","No","Electronic check"
"Yes",70,"Male","Gen Z","No",5,"Yes","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",90.65,"Male","Gen Z","No",69,"Yes","DSL_16MB/S","Yes","Two year","No","PrePaid"
"Yes",85.4,"Female","Gen Z","No",5,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"No",49.8,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",111.35,"Male","Gen Z","No",59,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",93.15,"Male","Gen Z","Yes",56,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",19.95,"Male","Gen Z","No",13,"Yes","Base DSL_16MB/S","No","One year","Yes","Electronic check"
"No",19.1,"Male","Gen Z","No",55,"Yes","Base DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",20.1,"Female","Gen Z","Yes",52,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",54.25,"Female","Gen Z","No",14,"Yes","DSL_16MB/S","Yes","One year","Yes","PrePaid"
"No",20.05,"Female","Gen Z","Yes",56,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",82.3,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",61.35,"Female","Gen Z","Yes",65,"Yes","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",80.15,"Female","Gen Z","No",4,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",101.3,"Female","Millenial","Yes",28,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",43.85,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
